*******************************************************************************
 Revised: Feb 23, 2008   Galileo Spacecraft (Orbiter) / (Sun, Jupiter)     -77
                           http://solarsystem.nasa.gov/galileo/

 LAUNCHED      : Oct 18, 1989 (STS-34, Atlantis)  LAUNCH MASS:  2223 kg 
 END OF MISSION: Sep 21, 2003 

 Galileo plunged into Jupiter's crushing atmosphere on Sept. 21, 2003.  The 
 spacecraft was deliberately destroyed at the end of the mission to protect one 
 of its own discoveries - a possible ocean beneath the icy crust of the moon 
 Europa.  34 Jupiter orbits completed; 4,631,778,000 km traveled.

 Interplanetary phase main events:
  Venus flyby     : Feb 10, 1990           Earth-1 flyby: Dec 8, 1990
  951 Gaspra flyby: Oct 29, 1991           Earth-2 flyby: Dec 8, 1992
  243 Ida flyby   : Aug 28, 1993           SL-9 impacts : Jul 16-22, 1994 
  Probe separation: Jul 13, 1995           ARRIVAL      : Dec 7, 1995 (Jupiter)

 SPACECRAFT PHYSICAL CHARACTERISTICS:
  Overall height         = 5.3 m           Science instrument mass= 118 kg
  Fuel mass              = 925 kg (launch) Magnetometer boom      = 11 m
  High-gain antenna diam = 4.8 m           Dual RTG power output  = 570 watts
  RTG power decay rate   = -0.6 watts/mnth Total power at arrival = 493 watts
 
 TELECOMMUNICATIONS:
  Inoperative HGA        = 134 kb/sec      Actual (using low-gain)= 160 bits/s

 PROPULSION:
  One 400-newton main engine, twelve 10-newton thrusters.

 SPACECRAFT TRAJECTORY:
  Trajectory provided by Navigation Team (JPL). Data fit: 1989 to Aug 12, 2002,
  baseline predicts thereafter. Merged trajectories:

     Interplanetary Mission:           S970311A    (19-OCT-1989 to 02-JUL-1995)
     Primary Mission:                  S980326B    (30-JUN-1995 to 01-DEC-1997)
     Galileo Extended Mission (GEM)    S000131A    (01-DEC-1997 to 01-FEB-2000)
     Galileo Millennium Mission (GMM)  S030916A    (01-FEB-2000 to 30-SEP-2003)
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Thu Jul  2 06:21:42 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Galileo (spacecraft) (-77)      {source: galileo_merged}
Center body name: Earth (399)                     {source: galileo_merged}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1990-Dec-08 00:00:00.0000 TDB
Stop  time      : A.D. 1990-Dec-09 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260701.p260927
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUL-01. PREDICTS-> 2026-SEP-26
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2448233.509722222, A.D. 1990-Dec-08 00:14:00.0000,  4.553767324711612E+04,  6.554407911564033E+05,  1.519920436658635E+05, -4.887527721872540E-01, -8.787708562420063E+00, -1.948206829825724E+00,
2448233.510416667, A.D. 1990-Dec-08 00:15:00.0000,  4.550834804709091E+04,  6.549135271448243E+05,  1.518751509330988E+05, -4.887538966395975E-01, -8.787758504260990E+00, -1.948217599092770E+00,
2448233.511111111, A.D. 1990-Dec-08 00:16:00.0000,  4.547902277936076E+04,  6.543862601342048E+05,  1.517582575535606E+05, -4.887550290218102E-01, -8.787808530462172E+00, -1.948228388952000E+00,
2448233.511805556, A.D. 1990-Dec-08 00:17:00.0000,  4.544969744344934E+04,  6.538589901194777E+05,  1.516413635260118E+05, -4.887561693521720E-01, -8.787858641221781E+00, -1.948239199451459E+00,
2448233.512500000, A.D. 1990-Dec-08 00:18:00.0000,  4.542037203887918E+04,  6.533317170955631E+05,  1.515244688492126E+05, -4.887573176490245E-01, -8.787908836738639E+00, -1.948250030639353E+00,
2448233.513194445, A.D. 1990-Dec-08 00:19:00.0000,  4.539104656517175E+04,  6.528044410573697E+05,  1.514075735219203E+05, -4.887584739307705E-01, -8.787959117212207E+00, -1.948260882564044E+00,
2448233.513888889, A.D. 1990-Dec-08 00:20:00.0000,  4.536172102184742E+04,  6.522771619997944E+05,  1.512906775428892E+05, -4.887596382158751E-01, -8.788009482842579E+00, -1.948271755274053E+00,
2448233.514583333, A.D. 1990-Dec-08 00:21:00.0000,  4.533239540842541E+04,  6.517498799177216E+05,  1.511737809108708E+05, -4.887608105228649E-01, -8.788059933830501E+00, -1.948282648818061E+00,
2448233.515277778, A.D. 1990-Dec-08 00:22:00.0000,  4.530306972442386E+04,  6.512225948060236E+05,  1.510568836246134E+05, -4.887619908703297E-01, -8.788110470377363E+00, -1.948293563244909E+00,
2448233.515972222, A.D. 1990-Dec-08 00:23:00.0000,  4.527374396935979E+04,  6.506953066595611E+05,  1.509399856828628E+05, -4.887631792769212E-01, -8.788161092685202E+00, -1.948304498603598E+00,
2448233.516666667, A.D. 1990-Dec-08 00:24:00.0000,  4.524441814274908E+04,  6.501680154731820E+05,  1.508230870843614E+05, -4.887643757613546E-01, -8.788211800956709E+00, -1.948315454943294E+00,
2448233.517361111, A.D. 1990-Dec-08 00:25:00.0000,  4.521509224410650E+04,  6.496407212417228E+05,  1.507061878278489E+05, -4.887655803424079E-01, -8.788262595395237E+00, -1.948326432313320E+00,
2448233.518055555, A.D. 1990-Dec-08 00:26:00.0000,  4.518576627294567E+04,  6.491134239600074E+05,  1.505892879120621E+05, -4.887667930389227E-01, -8.788313476204783E+00, -1.948337430763166E+00,
2448233.518750000, A.D. 1990-Dec-08 00:27:00.0000,  4.515644022877913E+04,  6.485861236228468E+05,  1.504723873357348E+05, -4.887680138698041E-01, -8.788364443590011E+00, -1.948348450342485E+00,
2448233.519444444, A.D. 1990-Dec-08 00:28:00.0000,  4.512711411111824E+04,  6.480588202250409E+05,  1.503554860975975E+05, -4.887692428540213E-01, -8.788415497756253E+00, -1.948359491101093E+00,
2448233.520138889, A.D. 1990-Dec-08 00:29:00.0000,  4.509778791947321E+04,  6.475315137613763E+05,  1.502385841963780E+05, -4.887704800106079E-01, -8.788466638909494E+00, -1.948370553088970E+00,
2448233.520833333, A.D. 1990-Dec-08 00:30:00.0000,  4.506846165335314E+04,  6.470042042266277E+05,  1.501216816308012E+05, -4.887717253586619E-01, -8.788517867256397E+00, -1.948381636356265E+00,
2448233.521527778, A.D. 1990-Dec-08 00:31:00.0000,  4.503913531226596E+04,  6.464768916155575E+05,  1.500047783995887E+05, -4.887729789173459E-01, -8.788569183004297E+00, -1.948392740953291E+00,
2448233.522222222, A.D. 1990-Dec-08 00:32:00.0000,  4.500980889571847E+04,  6.459495759229151E+05,  1.498878745014592E+05, -4.887742407058877E-01, -8.788620586361191E+00, -1.948403866930527E+00,
2448233.522916667, A.D. 1990-Dec-08 00:33:00.0000,  4.498048240321627E+04,  6.454222571434377E+05,  1.497709699351284E+05, -4.887755107435806E-01, -8.788672077535766E+00, -1.948415014338623E+00,
2448233.523611111, A.D. 1990-Dec-08 00:34:00.0000,  4.495115583426386E+04,  6.448949352718502E+05,  1.496540646993089E+05, -4.887767890497829E-01, -8.788723656737382E+00, -1.948426183228394E+00,
2448233.524305556, A.D. 1990-Dec-08 00:35:00.0000,  4.492182918836453E+04,  6.443676103028647E+05,  1.495371587927104E+05, -4.887780756439196E-01, -8.788775324176077E+00, -1.948437373650827E+00,
2448233.525000000, A.D. 1990-Dec-08 00:36:00.0000,  4.489250246502044E+04,  6.438402822311802E+05,  1.494202522140392E+05, -4.887793705454813E-01, -8.788827080062580E+00, -1.948448585657077E+00,
2448233.525694444, A.D. 1990-Dec-08 00:37:00.0000,  4.486317566373254E+04,  6.433129510514839E+05,  1.493033449619988E+05, -4.887806737740253E-01, -8.788878924608307E+00, -1.948459819298468E+00,
2448233.526388889, A.D. 1990-Dec-08 00:38:00.0000,  4.483384878400062E+04,  6.427856167584498E+05,  1.491864370352896E+05, -4.887819853491752E-01, -8.788930858025362E+00, -1.948471074626500E+00,
2448233.527083333, A.D. 1990-Dec-08 00:39:00.0000,  4.480452182532330E+04,  6.422582793467392E+05,  1.490695284326089E+05, -4.887833052906224E-01, -8.788982880526541E+00, -1.948482351692840E+00,
2448233.527777778, A.D. 1990-Dec-08 00:40:00.0000,  4.477519478719802E+04,  6.417309388110008E+05,  1.489526191526507E+05, -4.887846336181246E-01, -8.789034992325334E+00, -1.948493650549331E+00,
2448233.528472222, A.D. 1990-Dec-08 00:41:00.0000,  4.474586766912102E+04,  6.412035951458700E+05,  1.488357091941061E+05, -4.887859703515079E-01, -8.789087193635943E+00, -1.948504971247988E+00,
2448233.529166667, A.D. 1990-Dec-08 00:42:00.0000,  4.471654047058733E+04,  6.406762483459698E+05,  1.487187985556630E+05, -4.887873155106658E-01, -8.789139484673253E+00, -1.948516313841000E+00,
2448233.529861111, A.D. 1990-Dec-08 00:43:00.0000,  4.468721319109083E+04,  6.401488984059104E+05,  1.486018872360063E+05, -4.887886691155601E-01, -8.789191865652871E+00, -1.948527678380731E+00,
2448233.530555556, A.D. 1990-Dec-08 00:44:00.0000,  4.465788583012415E+04,  6.396215453202883E+05,  1.484849752338174E+05, -4.887900311862208E-01, -8.789244336791096E+00, -1.948539064919721E+00,
2448233.531250000, A.D. 1990-Dec-08 00:45:00.0000,  4.462855838717876E+04,  6.390941890836880E+05,  1.483680625477749E+05, -4.887914017427472E-01, -8.789296898304949E+00, -1.948550473510686E+00,
2448233.531944444, A.D. 1990-Dec-08 00:46:00.0000,  4.459923086174489E+04,  6.385668296906799E+05,  1.482511491765540E+05, -4.887927808053070E-01, -8.789349550412156E+00, -1.948561904206519E+00,
2448233.532638889, A.D. 1990-Dec-08 00:47:00.0000,  4.456990325331159E+04,  6.380394671358221E+05,  1.481342351188269E+05, -4.887941683941375E-01, -8.789402293331174E+00, -1.948573357060291E+00,
2448233.533333333, A.D. 1990-Dec-08 00:48:00.0000,  4.454057556136667E+04,  6.375121014136595E+05,  1.480173203732625E+05, -4.887955645295457E-01, -8.789455127281155E+00, -1.948584832125252E+00,
2448233.534027778, A.D. 1990-Dec-08 00:49:00.0000,  4.451124778539671E+04,  6.369847325187235E+05,  1.479004049385266E+05, -4.887969692319084E-01, -8.789508052481997E+00, -1.948596329454830E+00,
2448233.534722222, A.D. 1990-Dec-08 00:50:00.0000,  4.448191992488709E+04,  6.364573604455321E+05,  1.477834888132816E+05, -4.887983825216724E-01, -8.789561069154308E+00, -1.948607849102634E+00,
2448233.535416667, A.D. 1990-Dec-08 00:51:00.0000,  4.445259197932195E+04,  6.359299851885911E+05,  1.476665719961868E+05, -4.887998044193553E-01, -8.789614177519432E+00, -1.948619391122455E+00,
2448233.536111111, A.D. 1990-Dec-08 00:52:00.0000,  4.442326394818420E+04,  6.354026067423916E+05,  1.475496544858984E+05, -4.888012349455456E-01, -8.789667377799438E+00, -1.948630955568264E+00,
2448233.536805556, A.D. 1990-Dec-08 00:53:00.0000,  4.439393583095550E+04,  6.348752251014123E+05,  1.474327362810690E+05, -4.888026741209023E-01, -8.789720670217138E+00, -1.948642542494213E+00,
2448233.537500000, A.D. 1990-Dec-08 00:54:00.0000,  4.436460762711629E+04,  6.343478402601182E+05,  1.473158173803484E+05, -4.888041219661567E-01, -8.789774054996073E+00, -1.948654151954641E+00,
2448233.538194444, A.D. 1990-Dec-08 00:55:00.0000,  4.433527933614575E+04,  6.338204522129610E+05,  1.471988977823827E+05, -4.888055785021113E-01, -8.789827532360526E+00, -1.948665784004068E+00,
2448233.538888889, A.D. 1990-Dec-08 00:56:00.0000,  4.430595095752181E+04,  6.332930609543787E+05,  1.470819774858150E+05, -4.888070437496406E-01, -8.789881102535530E+00, -1.948677438697199E+00,
2448233.539583333, A.D. 1990-Dec-08 00:57:00.0000,  4.427662249072114E+04,  6.327656664787962E+05,  1.469650564892851E+05, -4.888085177296915E-01, -8.789934765746857E+00, -1.948689116088926E+00,
2448233.540277778, A.D. 1990-Dec-08 00:58:00.0000,  4.424729393521917E+04,  6.322382687806239E+05,  1.468481347914292E+05, -4.888100004632838E-01, -8.789988522221028E+00, -1.948700816234325E+00,
2448233.540972222, A.D. 1990-Dec-08 00:59:00.0000,  4.421796529049006E+04,  6.317108678542598E+05,  1.467312123908808E+05, -4.888114919715101E-01, -8.790042372185331E+00, -1.948712539188663E+00,
2448233.541666667, A.D. 1990-Dec-08 01:00:00.0000,  4.418863655600668E+04,  6.311834636940873E+05,  1.466142892862693E+05, -4.888129922755362E-01, -8.790096315867785E+00, -1.948724285007390E+00,
2448233.542361111, A.D. 1990-Dec-08 01:01:00.0000,  4.415930773124065E+04,  6.306560562944767E+05,  1.464973654762215E+05, -4.888145013966016E-01, -8.790150353497193E+00, -1.948736053746147E+00,
2448233.543055556, A.D. 1990-Dec-08 01:02:00.0000,  4.412997881566232E+04,  6.301286456497841E+05,  1.463804409593603E+05, -4.888160193560197E-01, -8.790204485303104E+00, -1.948747845460765E+00,
2448233.543750000, A.D. 1990-Dec-08 01:03:00.0000,  4.410064980874074E+04,  6.296012317543523E+05,  1.462635157343055E+05, -4.888175461751781E-01, -8.790258711515838E+00, -1.948759660207265E+00,
2448233.544444445, A.D. 1990-Dec-08 01:04:00.0000,  4.407132070994367E+04,  6.290738146025095E+05,  1.461465897996736E+05, -4.888190818755391E-01, -8.790313032366488E+00, -1.948771498041858E+00,
2448233.545138889, A.D. 1990-Dec-08 01:05:00.0000,  4.404199151873761E+04,  6.285463941885709E+05,  1.460296631540776E+05, -4.888206264786398E-01, -8.790367448086911E+00, -1.948783359020949E+00,
2448233.545833333, A.D. 1990-Dec-08 01:06:00.0000,  4.401266223458775E+04,  6.280189705068370E+05,  1.459127357961271E+05, -4.888221800060925E-01, -8.790421958909745E+00, -1.948795243201134E+00,
2448233.546527778, A.D. 1990-Dec-08 01:07:00.0000,  4.398333285695796E+04,  6.274915435515950E+05,  1.457958077244283E+05, -4.888237424795852E-01, -8.790476565068403E+00, -1.948807150639203E+00,
2448233.547222222, A.D. 1990-Dec-08 01:08:00.0000,  4.395400338531085E+04,  6.269641133171174E+05,  1.456788789375841E+05, -4.888253139208813E-01, -8.790531266797078E+00, -1.948819081392140E+00,
2448233.547916667, A.D. 1990-Dec-08 01:09:00.0000,  4.392467381910767E+04,  6.264366797976632E+05,  1.455619494341938E+05, -4.888268943518208E-01, -8.790586064330757E+00, -1.948831035517126E+00,
2448233.548611111, A.D. 1990-Dec-08 01:10:00.0000,  4.389534415780839E+04,  6.259092429874769E+05,  1.454450192128535E+05, -4.888284837943204E-01, -8.790640957905204E+00, -1.948843013071535E+00,
2448233.549305555, A.D. 1990-Dec-08 01:11:00.0000,  4.386601440087168E+04,  6.253818028807890E+05,  1.453280882721555E+05, -4.888300822703729E-01, -8.790695947756976E+00, -1.948855014112941E+00,
2448233.550000000, A.D. 1990-Dec-08 01:12:00.0000,  4.383668454775483E+04,  6.248543594718158E+05,  1.452111566106890E+05, -4.888316898020495E-01, -8.790751034123440E+00, -1.948867038699115E+00,
2448233.550694444, A.D. 1990-Dec-08 01:13:00.0000,  4.380735459791388E+04,  6.243269127547591E+05,  1.450942242270396E+05, -4.888333064114977E-01, -8.790806217242743E+00, -1.948879086888026E+00,
2448233.551388889, A.D. 1990-Dec-08 01:14:00.0000,  4.377802455080346E+04,  6.237994627238067E+05,  1.449772911197892E+05, -4.888349321209437E-01, -8.790861497353839E+00, -1.948891158737841E+00,
2448233.552083333, A.D. 1990-Dec-08 01:15:00.0000,  4.374869440587691E+04,  6.232720093731321E+05,  1.448603572875167E+05, -4.888365669526916E-01, -8.790916874696489E+00, -1.948903254306930E+00,
2448233.552777778, A.D. 1990-Dec-08 01:16:00.0000,  4.371936416258623E+04,  6.227445526968937E+05,  1.447434227287968E+05, -4.888382109291239E-01, -8.790972349511264E+00, -1.948915373653864E+00,
2448233.553472222, A.D. 1990-Dec-08 01:17:00.0000,  4.369003382038207E+04,  6.222170926892364E+05,  1.446264874422015E+05, -4.888398640727022E-01, -8.791027922039547E+00, -1.948927516837415E+00,
2448233.554166667, A.D. 1990-Dec-08 01:18:00.0000,  4.366070337871372E+04,  6.216896293442900E+05,  1.445095514262985E+05, -4.888415264059678E-01, -8.791083592523528E+00, -1.948939683916558E+00,
2448233.554861111, A.D. 1990-Dec-08 01:19:00.0000,  4.363137283702911E+04,  6.211621626561696E+05,  1.443926146796524E+05, -4.888431979515407E-01, -8.791139361206225E+00, -1.948951874950471E+00,
2448233.555555556, A.D. 1990-Dec-08 01:20:00.0000,  4.360204219477483E+04,  6.206346926189763E+05,  1.442756772008241E+05, -4.888448787321215E-01, -8.791195228331478E+00, -1.948964089998539E+00,
2448233.556250000, A.D. 1990-Dec-08 01:21:00.0000,  4.357271145139610E+04,  6.201072192267962E+05,  1.441587389883711E+05, -4.888465687704907E-01, -8.791251194143944E+00, -1.948976329120352E+00,
2448233.556944444, A.D. 1990-Dec-08 01:22:00.0000,  4.354338060633677E+04,  6.195797424737005E+05,  1.440418000408470E+05, -4.888482680895098E-01, -8.791307258889118E+00, -1.948988592375704E+00,
2448233.557638889, A.D. 1990-Dec-08 01:23:00.0000,  4.351404965903929E+04,  6.190522623537459E+05,  1.439248603568021E+05, -4.888499767121212E-01, -8.791363422813324E+00, -1.949000879824600E+00,
2448233.558333333, A.D. 1990-Dec-08 01:24:00.0000,  4.348471860894478E+04,  6.185247788609742E+05,  1.438079199347830E+05, -4.888516946613485E-01, -8.791419686163728E+00, -1.949013191527251E+00,
2448233.559027778, A.D. 1990-Dec-08 01:25:00.0000,  4.345538745549294E+04,  6.179972919894126E+05,  1.436909787733326E+05, -4.888534219602972E-01, -8.791476049188324E+00, -1.949025527544079E+00,
2448233.559722222, A.D. 1990-Dec-08 01:26:00.0000,  4.342605619812208E+04,  6.174698017330733E+05,  1.435740368709902E+05, -4.888551586321547E-01, -8.791532512135962E+00, -1.949037887935712E+00,
2448233.560416667, A.D. 1990-Dec-08 01:27:00.0000,  4.339672483626915E+04,  6.169423080859529E+05,  1.434570942262915E+05, -4.888569047001913E-01, -8.791589075256329E+00, -1.949050272762996E+00,
2448233.561111111, A.D. 1990-Dec-08 01:28:00.0000,  4.336739336936966E+04,  6.164148110420341E+05,  1.433401508377687E+05, -4.888586601877596E-01, -8.791645738799973E+00, -1.949062682086982E+00,
2448233.561805556, A.D. 1990-Dec-08 01:29:00.0000,  4.333806179685776E+04,  6.158873105952834E+05,  1.432232067039500E+05, -4.888604251182956E-01, -8.791702503018284E+00, -1.949075115968938E+00,
2448233.562500000, A.D. 1990-Dec-08 01:30:00.0000,  4.330873011816615E+04,  6.153598067396532E+05,  1.431062618233600E+05, -4.888621995153190E-01, -8.791759368163525E+00, -1.949087574470345E+00,
2448233.563194444, A.D. 1990-Dec-08 01:31:00.0000,  4.327939833272612E+04,  6.148322994690803E+05,  1.429893161945199E+05, -4.888639834024329E-01, -8.791816334488805E+00, -1.949100057652897E+00,
2448233.563888889, A.D. 1990-Dec-08 01:32:00.0000,  4.325006643996758E+04,  6.143047887774860E+05,  1.428723698159468E+05, -4.888657768033254E-01, -8.791873402248111E+00, -1.949112565578507E+00,
2448233.564583333, A.D. 1990-Dec-08 01:33:00.0000,  4.322073443931897E+04,  6.137772746587767E+05,  1.427554226861544E+05, -4.888675797417689E-01, -8.791930571696289E+00, -1.949125098309302E+00,
2448233.565277778, A.D. 1990-Dec-08 01:34:00.0000,  4.319140233020734E+04,  6.132497571068434E+05,  1.426384748036524E+05, -4.888693922416207E-01, -8.791987843089068E+00, -1.949137655907628E+00,
2448233.565972222, A.D. 1990-Dec-08 01:35:00.0000,  4.316207011205828E+04,  6.127222361155620E+05,  1.425215261669469E+05, -4.888712143268239E-01, -8.792045216683045E+00, -1.949150238436048E+00,
2448233.566666667, A.D. 1990-Dec-08 01:36:00.0000,  4.313273778429593E+04,  6.121947116787924E+05,  1.424045767745402E+05, -4.888730460214071E-01, -8.792102692735702E+00, -1.949162845957346E+00,
2448233.567361111, A.D. 1990-Dec-08 01:37:00.0000,  4.310340534634304E+04,  6.116671837903793E+05,  1.422876266249309E+05, -4.888748873494854E-01, -8.792160271505402E+00, -1.949175478534526E+00,
2448233.568055556, A.D. 1990-Dec-08 01:38:00.0000,  4.307407279762084E+04,  6.111396524441523E+05,  1.421706757166137E+05, -4.888767383352600E-01, -8.792217953251400E+00, -1.949188136230814E+00,
2448233.568750000, A.D. 1990-Dec-08 01:39:00.0000,  4.304474013754916E+04,  6.106121176339245E+05,  1.420537240480795E+05, -4.888785990030197E-01, -8.792275738233842E+00, -1.949200819109657E+00,
2448233.569444444, A.D. 1990-Dec-08 01:40:00.0000,  4.301540736554634E+04,  6.100845793534943E+05,  1.419367716178156E+05, -4.888804693771401E-01, -8.792333626713768E+00, -1.949213527234727E+00,
2448233.570138889, A.D. 1990-Dec-08 01:41:00.0000,  4.298607448102928E+04,  6.095570375966436E+05,  1.418198184243051E+05, -4.888823494820849E-01, -8.792391618953113E+00, -1.949226260669920E+00,
2448233.570833333, A.D. 1990-Dec-08 01:42:00.0000,  4.295674148341339E+04,  6.090294923571394E+05,  1.417028644660277E+05, -4.888842393424056E-01, -8.792449715214724E+00, -1.949239019479356E+00,
2448233.571527778, A.D. 1990-Dec-08 01:43:00.0000,  4.292740837211260E+04,  6.085019436287321E+05,  1.415859097414589E+05, -4.888861389827428E-01, -8.792507915762355E+00, -1.949251803727383E+00,
